observation_id,student_id,term_id,source,career_code_id,career_label_id
SC_000045,stu_005cd89e6c2acb10ac9ac23d368bcbb5,2022_O,advisory,,CARLBL_F867BE971F
SC_000046,stu_005cd89e6c2acb10ac9ac23d368bcbb5,2022_P,advisory,,CARLBL_F867BE971F
SC_000047,stu_005cd89e6c2acb10ac9ac23d368bcbb5,2023_P,academic,CARCODE_LFP,
SC_000048,stu_005cd89e6c2acb10ac9ac23d368bcbb5,2023_P,diagnostic,,CARLBL_F867BE971F
SC_000049,stu_005cd89e6c2acb10ac9ac23d368bcbb5,2024_P,academic,CARCODE_LFP,
SC_000050,stu_0065d1ea05601b2a4d90509a2a86b574,2019_O,academic,CARCODE_LIC,
SC_000051,stu_0065d1ea05601b2a4d90509a2a86b574,2020_P,academic,CARCODE_LIC,
SC_000052,stu_0065d1ea05601b2a4d90509a2a86b574,2021_P,academic,CARCODE_LIC,
SC_000053,stu_0068185558bb2201153a8085481a0226,2024_O,academic,CARCODE_LII,
SC_000054,stu_0068185558bb2201153a8085481a0226,2025_P,academic,CARCODE_LII,
SC_000055,stu_0068e742d4209d6490534a0e149402a8,2024_O,academic,CARCODE_LNI,
SC_000056,stu_006a63c8c8a9ad6dfe391e10e8cd23fa,2023_O,academic,CARCODE_LFP,
SC_000057,stu_006a63c8c8a9ad6dfe391e10e8cd23fa,2023_P,academic,CARCODE_LFP,
SC_000058,stu_006a63c8c8a9ad6dfe391e10e8cd23fa,2024_P,academic,CARCODE_LFP,
SC_000059,stu_006a63c8c8a9ad6dfe391e10e8cd23fa,2025_P,academic,CARCODE_LFP,
SC_000060,stu_0079ebf4741a64a49ea6ad311a55c344,2019_O,academic,CARCODE_LMT,
SC_000061,stu_0079ebf4741a64a49ea6ad311a55c344,2019_P,academic,CARCODE_LMT,
SC_000062,stu_0079ebf4741a64a49ea6ad311a55c344,2020_P,academic,CARCODE_LMT,
SC_000063,stu_0085d8a0be9bd86906e94be7b2725d61,2023_P,academic,CARCODE_LRI,
SC_000064,stu_008aa9540723bca899416d36efa7d54f,2021_O,academic,CARCODE_LFB,
SC_000065,stu_008aa9540723bca899416d36efa7d54f,2021_O,advisory,,CARLBL_39611AFCAD
SC_000066,stu_008aa9540723bca899416d36efa7d54f,2022_P,academic,CARCODE_LFB,
SC_000067,stu_008aa9540723bca899416d36efa7d54f,2022_P,diagnostic,,CARLBL_39611AFCAD
SC_000068,stu_0094ea1fb2c3d847050b5ba1da25e5aa,2025_P,academic,CARCODE_LBN,
SC_000069,stu_009c72cf76989e10b47f3c371f263355,2023_P,academic,CARCODE_LPM,
SC_000070,stu_00aa66b8c8b3f61f1cf8b508e905ef10,2021_O,advisory,,CARLBL_F041EA11A4
SC_000071,stu_00aa66b8c8b3f61f1cf8b508e905ef10,2021_P,advisory,,CARLBL_F041EA11A4
SC_000072,stu_00b01d729cef9346316d82493b7040f6,2020_O,academic,CARCODE_LNI,
SC_000073,stu_00b01d729cef9346316d82493b7040f6,2021_P,academic,CARCODE_LNI,
SC_000074,stu_00bd60ab93b05465cd5ffe7804459c7c,2019_P,academic,CARCODE_LAR,
SC_000075,stu_00c1f43d33fb4b10ed605ac5383dc650,2019_O,advisory,,CARLBL_9FDFCF684F
SC_000076,stu_00c2a8f812b823c2da075ad57191a862,2023_O,academic,CARCODE_LBI,
SC_000077,stu_00c2a8f812b823c2da075ad57191a862,2024_P,academic,CARCODE_LBI,
SC_000078,stu_00c2a8f812b823c2da075ad57191a862,2024_P,diagnostic,,
SC_000079,stu_00c44a8e6efe67fead69fb01a88df954,2019_O,advisory,,CARLBL_7FCE1E6B4F
SC_000080,stu_00c44a8e6efe67fead69fb01a88df954,2019_P,advisory,,CARLBL_7FCE1E6B4F
SC_000081,stu_00c44a8e6efe67fead69fb01a88df954,2020_O,academic,CARCODE_LEF,
SC_000082,stu_00c44a8e6efe67fead69fb01a88df954,2020_O,advisory,,CARLBL_7FCE1E6B4F
SC_000083,stu_00c44a8e6efe67fead69fb01a88df954,2020_P,advisory,,CARLBL_7FCE1E6B4F
SC_000084,stu_00c4ed5843eacf62d2357ae6ec9baf1a,2019_O,academic,CARCODE_INT,
SC_000085,stu_00c8ddbe5a8f2cfc874ed01d92da0cec,2024_O,academic,CARCODE_LII,
SC_000086,stu_00c8ddbe5a8f2cfc874ed01d92da0cec,2025_P,academic,CARCODE_LII,
SC_000087,stu_00e71fdf3d5cf0f8d8232f73eb4359f4,2019_O,academic,CARCODE_LEC,
SC_000088,stu_00e71fdf3d5cf0f8d8232f73eb4359f4,2020_O,academic,CARCODE_LEC,
SC_000089,stu_00e71fdf3d5cf0f8d8232f73eb4359f4,2020_O,advisory,,CARLBL_255574A75E
SC_000090,stu_00e71fdf3d5cf0f8d8232f73eb4359f4,2020_P,academic,CARCODE_LEC,
SC_000091,stu_00e71fdf3d5cf0f8d8232f73eb4359f4,2020_P,advisory,,CARLBL_255574A75E
SC_000092,stu_00e71fdf3d5cf0f8d8232f73eb4359f4,2020_P,diagnostic,,CARLBL_255574A75E
SC_000093,stu_00e71fdf3d5cf0f8d8232f73eb4359f4,2021_P,academic,CARCODE_LEC,
SC_000094,stu_00f8f61f57c6360bb0da43fa78474bd5,2019_O,advisory,,CARLBL_41179F062D
SC_000095,stu_010214cf86a025ea82c94208c1464e36,2019_O,academic,CARCODE_LAD,
SC_000096,stu_010214cf86a025ea82c94208c1464e36,2019_O,advisory,,CARLBL_4D358FAC4B
SC_000097,stu_010214cf86a025ea82c94208c1464e36,2019_P,academic,CARCODE_LAD,
SC_000098,stu_010214cf86a025ea82c94208c1464e36,2019_P,advisory,,CARLBL_4D358FAC4B
SC_000099,stu_0102a2a8eeedcdb1970f08cd664dc1b5,2020_O,academic,CARCODE_LMT,
SC_000100,stu_0102a2a8eeedcdb1970f08cd664dc1b5,2021_O,academic,CARCODE_LMT,
SC_000101,stu_0102a2a8eeedcdb1970f08cd664dc1b5,2021_P,academic,CARCODE_LMT,
SC_000102,stu_0102a2a8eeedcdb1970f08cd664dc1b5,2021_P,advisory,,CARLBL_9FDFCF684F
SC_000103,stu_0102a2a8eeedcdb1970f08cd664dc1b5,2021_P,diagnostic,,CARLBL_9FDFCF684F
SC_000104,stu_0102a2a8eeedcdb1970f08cd664dc1b5,2022_P,advisory,,CARLBL_9FDFCF684F
SC_000105,stu_011a1609328a279e733d98eaf56fe0a2,2019_O,academic,CARCODE_LDS,
SC_000106,stu_011a1609328a279e733d98eaf56fe0a2,2019_P,academic,CARCODE_LDS,
SC_000107,stu_011a1609328a279e733d98eaf56fe0a2,2020_P,academic,CARCODE_LDS,
SC_000108,stu_011abb009d6a71faa659afede4f863b7,2020_O,academic,CARCODE_LIC,
SC_000109,stu_011abb009d6a71faa659afede4f863b7,2021_O,academic,CARCODE_LIC,
SC_000110,stu_011abb009d6a71faa659afede4f863b7,2021_P,academic,CARCODE_LIC,
SC_000111,stu_011abb009d6a71faa659afede4f863b7,2021_P,advisory,,CARLBL_616F8A0D87
SC_000112,stu_011abb009d6a71faa659afede4f863b7,2021_P,diagnostic,,CARLBL_616F8A0D87
SC_000113,stu_011f4d137e163e02e951bb1a367d3a50,2021_O,academic,CARCODE_LDS,
SC_000114,stu_011f4d137e163e02e951bb1a367d3a50,2022_P,academic,CARCODE_LDS,
SC_000115,stu_011f4d137e163e02e951bb1a367d3a50,2022_P,diagnostic,,
SC_000116,stu_0122b54cb698b7ce1e666ddfc6824a8a,2019_O,academic,CARCODE_LMK,
SC_000117,stu_0122b54cb698b7ce1e666ddfc6824a8a,2020_O,academic,CARCODE_LMK,
SC_000118,stu_0122b54cb698b7ce1e666ddfc6824a8a,2020_P,academic,CARCODE_LMK,
SC_000119,stu_013138076a83d5d7fd0210bbe97da590,2023_O,academic,CARCODE_LIC,
SC_000120,stu_013138076a83d5d7fd0210bbe97da590,2023_P,academic,CARCODE_LIC,
SC_000121,stu_013138076a83d5d7fd0210bbe97da590,2023_P,advisory,,CARLBL_28FD56FF33
SC_000122,stu_013138076a83d5d7fd0210bbe97da590,2024_P,academic,CARCODE_LIC,
SC_000123,stu_013138076a83d5d7fd0210bbe97da590,2024_P,advisory,,CARLBL_28FD56FF33
SC_000124,stu_0137d3c7a04f420442f6601f269a9475,2019_O,academic,CARCODE_LIY,
SC_000125,stu_0137d3c7a04f420442f6601f269a9475,2020_O,academic,CARCODE_LIY,
SC_000126,stu_0137d3c7a04f420442f6601f269a9475,2020_P,academic,CARCODE_LIY,
SC_000127,stu_013931221c10ccea5a7cde41e1a6f785,2025_P,academic,CARCODE_LMK,
SC_000128,stu_01397d1774480a24f424c5aa15b7b2e6,2020_O,academic,CARCODE_LPT,
SC_000129,stu_01397d1774480a24f424c5aa15b7b2e6,2020_P,academic,CARCODE_LRI,
SC_000130,stu_013e50e588c686f42a50d5d6db926897,2023_O,academic,CARCODE_LBM,
SC_000131,stu_013e50e588c686f42a50d5d6db926897,2024_O,academic,CARCODE_LBM,
SC_000132,stu_013e50e588c686f42a50d5d6db926897,2024_P,academic,CARCODE_LBM,
SC_000133,stu_013e50e588c686f42a50d5d6db926897,2024_P,diagnostic,,
SC_000134,stu_0142220beebbc7e89e91d0adaa43bd3f,2020_O,academic,CARCODE_LAD,
SC_000135,stu_0142220beebbc7e89e91d0adaa43bd3f,2021_O,academic,CARCODE_LAD,
SC_000136,stu_0142220beebbc7e89e91d0adaa43bd3f,2021_P,academic,CARCODE_LAD,
SC_000137,stu_0142220beebbc7e89e91d0adaa43bd3f,2021_P,diagnostic,,
SC_000138,stu_0146015d47dd857f32470421c6ab345b,2021_O,academic,CARCODE_LII,
SC_000139,stu_0146015d47dd857f32470421c6ab345b,2022_O,academic,CARCODE_LII,
SC_000140,stu_0146015d47dd857f32470421c6ab345b,2022_P,academic,CARCODE_LII,
SC_000141,stu_0146015d47dd857f32470421c6ab345b,2022_P,diagnostic,,
SC_000142,stu_0153797ac3232e1e20afc5e0f3fefaaf,2021_O,academic,CARCODE_LDS,
SC_000143,stu_0153797ac3232e1e20afc5e0f3fefaaf,2021_O,advisory,,CARLBL_D9A75FFAB0
SC_000144,stu_0153797ac3232e1e20afc5e0f3fefaaf,2022_O,academic,CARCODE_LDS,
SC_000145,stu_0153797ac3232e1e20afc5e0f3fefaaf,2022_P,academic,CARCODE_LDS,
SC_000146,stu_0153797ac3232e1e20afc5e0f3fefaaf,2022_P,diagnostic,,CARLBL_D9A75FFAB0
SC_000147,stu_015c0878fe3849969394b22f8a548960,2019_P,academic,CARCODE_LMT,
SC_000148,stu_016c06769fc4c5c69b3fb58aab6d60e1,2021_P,academic,CARCODE_LMT,
SC_000149,stu_0171eeea24b1aa6a11762cf9f4def232,2019_O,academic,CARCODE_LAD,
SC_000150,stu_0171eeea24b1aa6a11762cf9f4def232,2019_O,advisory,,CARLBL_4D358FAC4B
SC_000151,stu_0171eeea24b1aa6a11762cf9f4def232,2019_P,academic,CARCODE_LAD,
SC_000152,stu_0171eeea24b1aa6a11762cf9f4def232,2019_P,advisory,,CARLBL_4D358FAC4B
SC_000153,stu_0171eeea24b1aa6a11762cf9f4def232,2020_O,academic,CARCODE_LAD,
SC_000154,stu_0171eeea24b1aa6a11762cf9f4def232,2020_O,advisory,,CARLBL_4D358FAC4B
SC_000155,stu_0171eeea24b1aa6a11762cf9f4def232,2020_P,academic,CARCODE_LAD,
SC_000156,stu_0177873f5e1535ac9dfad5ae7a908018,2020_O,academic,CARCODE_LMT,
SC_000157,stu_0177873f5e1535ac9dfad5ae7a908018,2021_O,academic,CARCODE_LMT,
SC_000158,stu_0177873f5e1535ac9dfad5ae7a908018,2021_P,academic,CARCODE_LMT,
SC_000159,stu_0177873f5e1535ac9dfad5ae7a908018,2021_P,diagnostic,,
SC_000160,stu_017ed1db7c656ae12b37f27b9c63e0c0,2019_O,academic,CARCODE_LBN,
SC_000161,stu_017ed1db7c656ae12b37f27b9c63e0c0,2020_O,academic,CARCODE_LBN,
SC_000162,stu_017ed1db7c656ae12b37f27b9c63e0c0,2020_P,academic,CARCODE_LBN,
SC_000163,stu_017ed1db7c656ae12b37f27b9c63e0c0,2020_P,diagnostic,,
SC_000164,stu_0180120f0510d03b61209106e3b7ca98,2021_O,academic,CARCODE_LIS,
SC_000165,stu_0180120f0510d03b61209106e3b7ca98,2021_O,advisory,,CARLBL_6264AD2D5A
SC_000166,stu_0180120f0510d03b61209106e3b7ca98,2021_P,academic,CARCODE_LIS,
SC_000167,stu_0180120f0510d03b61209106e3b7ca98,2021_P,advisory,,CARLBL_6264AD2D5A
SC_000168,stu_0180120f0510d03b61209106e3b7ca98,2022_O,advisory,,CARLBL_6264AD2D5A
SC_000169,stu_0180120f0510d03b61209106e3b7ca98,2022_P,academic,CARCODE_LIS,
SC_000170,stu_01811f8d016d7f110f06f2ac0c87e8a5,2019_O,academic,CARCODE_LIN,
SC_000171,stu_01811f8d016d7f110f06f2ac0c87e8a5,2019_O,advisory,,CARLBL_8DBD054572
SC_000172,stu_01811f8d016d7f110f06f2ac0c87e8a5,2019_P,academic,CARCODE_LIN,
SC_000173,stu_01811f8d016d7f110f06f2ac0c87e8a5,2022_O,academic,CARCODE_LQI,
SC_000174,stu_0185e2ecf32ed7af15f99062722e47eb,2021_P,academic,CARCODE_LAR,
SC_000175,stu_0187992dddb7931896e1466a75f35b93,2021_O,academic,CARCODE_LNI,
SC_000176,stu_0187992dddb7931896e1466a75f35b93,2021_P,advisory,,CARLBL_563A8FB47A
SC_000177,stu_0187992dddb7931896e1466a75f35b93,2022_P,academic,CARCODE_LNI,
SC_000178,stu_0187992dddb7931896e1466a75f35b93,2022_P,advisory,,CARLBL_563A8FB47A
SC_000179,stu_0187992dddb7931896e1466a75f35b93,2023_O,academic,CARCODE_LNI,
SC_000180,stu_018f1e7495194d683e9cc6ffda8dd565,2022_P,academic,CARCODE_LRM,
SC_000181,stu_01900c36bc08c229c8647587da748f96,2023_O,academic,CARCODE_LFP,
SC_000182,stu_01900c36bc08c229c8647587da748f96,2024_O,academic,CARCODE_LFP,
SC_000183,stu_01900c36bc08c229c8647587da748f96,2024_P,academic,CARCODE_LFP,
SC_000184,stu_01900c36bc08c229c8647587da748f96,2024_P,diagnostic,,
SC_000185,stu_0194cb170a2f80462db39c2db518dd50,2020_P,academic,CARCODE_LRM,
SC_000186,stu_01a540d6808d700bbf418a1f395ca2b5,2021_O,academic,CARCODE_LNI,
SC_000187,stu_01a540d6808d700bbf418a1f395ca2b5,2022_O,academic,CARCODE_LNI,
SC_000188,stu_01a540d6808d700bbf418a1f395ca2b5,2022_P,academic,CARCODE_LNI,
SC_000189,stu_01a540d6808d700bbf418a1f395ca2b5,2022_P,diagnostic,,CARLBL_563A8FB47A
SC_000190,stu_01a540d6808d700bbf418a1f395ca2b5,2023_P,advisory,,CARLBL_563A8FB47A
SC_000191,stu_01a69b96ebed04caf3c26141c36636a3,2023_O,academic,CARCODE_LCS,
SC_000192,stu_01a69b96ebed04caf3c26141c36636a3,2023_P,advisory,,CARLBL_18D189705C
SC_000193,stu_01a69b96ebed04caf3c26141c36636a3,2024_P,academic,CARCODE_LCS,
SC_000194,stu_01a69b96ebed04caf3c26141c36636a3,2024_P,diagnostic,,CARLBL_18D189705C
SC_000195,stu_01ac68e2d8d0c948bf907fe232c8502a,2020_O,academic,CARCODE_LHR,
SC_000196,stu_01aefd76243045c4eafb1a781656f478,2021_O,academic,CARCODE_LIS,
SC_000197,stu_01aefd76243045c4eafb1a781656f478,2022_O,academic,CARCODE_LIS,
SC_000198,stu_01aefd76243045c4eafb1a781656f478,2022_P,academic,CARCODE_LIS,
SC_000199,stu_01aefd76243045c4eafb1a781656f478,2022_P,diagnostic,,
SC_000200,stu_01aefd76243045c4eafb1a781656f478,2023_O,academic,CARCODE_LIS,
SC_000201,stu_01b435168bc4a568b8da71ba54baafb1,2024_O,academic,CARCODE_LMT,
SC_000202,stu_01b435168bc4a568b8da71ba54baafb1,2025_P,academic,CARCODE_LMT,
SC_000203,stu_01b4afb5bc0c6827e53694fa14515928,2019_O,academic,CARCODE_LFP,
SC_000204,stu_01b4afb5bc0c6827e53694fa14515928,2019_O,advisory,,CARLBL_F867BE971F
SC_000205,stu_01b4afb5bc0c6827e53694fa14515928,2020_O,academic,CARCODE_LFP,
SC_000206,stu_01b4afb5bc0c6827e53694fa14515928,2020_O,advisory,,CARLBL_F867BE971F
SC_000207,stu_01b4afb5bc0c6827e53694fa14515928,2020_P,academic,CARCODE_LFP,
SC_000208,stu_01b4afb5bc0c6827e53694fa14515928,2020_P,diagnostic,,CARLBL_F867BE971F
SC_000209,stu_01b4afb5bc0c6827e53694fa14515928,2023_O,advisory,,CARLBL_F867BE971F
SC_000210,stu_01b4afb5bc0c6827e53694fa14515928,2023_P,advisory,,CARLBL_F867BE971F
SC_000211,stu_01c3cedc6ebf6502763c7ef2e6738a1e,2023_P,academic,CARCODE_LAR,
SC_000212,stu_01cd9f89d9dc7f2a3a5ce5015397003d,2020_O,academic,CARCODE_LAD,
SC_000213,stu_01cd9f89d9dc7f2a3a5ce5015397003d,2021_O,academic,CARCODE_LAD,
SC_000214,stu_01cd9f89d9dc7f2a3a5ce5015397003d,2021_P,academic,CARCODE_LAD,
SC_000215,stu_01ceb036c6a4052937b2ad915e425453,2019_P,academic,CARCODE_LPM,
SC_000216,stu_01d51e77096b123ba0f6ac8f0410a672,2023_P,academic,CARCODE_LPA,
SC_000217,stu_01d7e87c7805b610b212a10921960ae4,2019_O,academic,CARCODE_LBN,
SC_000218,stu_01d7e87c7805b610b212a10921960ae4,2019_O,advisory,,CARLBL_41179F062D
SC_000219,stu_01d7e87c7805b610b212a10921960ae4,2019_P,academic,CARCODE_LBN,
SC_000220,stu_01db48c76618f288b87b1582ee6b738f,2019_P,academic,CARCODE_LAT,
SC_000221,stu_01de3a9c1f705ccf294b200afcb83008,2022_P,advisory,,CARLBL_B2CB496E63
SC_000222,stu_01e09ed5ff6f3f65658445f01b35ab14,2025_P,academic,CARCODE_LMT,
SC_000223,stu_01e343fe4a7599bb7de26e3ccff7ddc1,2023_O,academic,CARCODE_LBN,
SC_000224,stu_01e343fe4a7599bb7de26e3ccff7ddc1,2024_O,academic,CARCODE_LBN,
SC_000225,stu_01e343fe4a7599bb7de26e3ccff7ddc1,2024_P,academic,CARCODE_LBN,
SC_000226,stu_01e343fe4a7599bb7de26e3ccff7ddc1,2024_P,diagnostic,,
SC_000227,stu_01f46fa0eafc7d832bc2626755ea5f7d,2019_O,academic,CARCODE_LIC,
SC_000228,stu_01f46fa0eafc7d832bc2626755ea5f7d,2020_O,academic,CARCODE_LIC,
SC_000229,stu_01f46fa0eafc7d832bc2626755ea5f7d,2020_P,academic,CARCODE_LIC,
SC_000230,stu_01f46fa0eafc7d832bc2626755ea5f7d,2021_O,academic,CARCODE_LIC,
SC_000231,stu_01f46fa0eafc7d832bc2626755ea5f7d,2021_P,academic,CARCODE_LIC,
SC_000232,stu_01f46fa0eafc7d832bc2626755ea5f7d,2022_P,academic,CARCODE_LIC,
SC_000233,stu_01f55b695b1ffaffb1e12f37ff392266,2020_P,academic,CARCODE_LRI,
SC_000234,stu_01ff97820aebf7d8fc4736777c9958b3,2024_O,academic,CARCODE_LBNM,
SC_000235,stu_01ff97820aebf7d8fc4736777c9958b3,2025_P,academic,CARCODE_LBNM,
SC_000236,stu_020731bbc5d15dbda3e0f1d387a78919,2021_O,academic,CARCODE_LAT,
SC_000237,stu_020731bbc5d15dbda3e0f1d387a78919,2022_O,academic,CARCODE_LAT,
SC_000238,stu_020731bbc5d15dbda3e0f1d387a78919,2022_P,academic,CARCODE_LAT,
SC_000239,stu_020731bbc5d15dbda3e0f1d387a78919,2022_P,diagnostic,,
SC_000240,stu_02089824475a418303e19b4c68cc1949,2022_O,academic,CARCODE_LEF,
SC_000241,stu_020c4bd31db0fa858d9e13f62605fe49,2023_O,academic,CARCODE_LAD,
SC_000242,stu_020c4bd31db0fa858d9e13f62605fe49,2024_P,academic,CARCODE_LAD,
SC_000243,stu_020c4bd31db0fa858d9e13f62605fe49,2024_P,diagnostic,,
SC_000244,stu_020c4bd31db0fa858d9e13f62605fe49,2025_P,academic,CARCODE_LAD,
SC_000245,stu_020e73c08bb0a6b85eb2f7ab5de5aab5,2022_O,academic,CARCODE_LFP,
SC_000246,stu_020e73c08bb0a6b85eb2f7ab5de5aab5,2022_O,advisory,,CARLBL_F867BE971F
SC_000247,stu_020e73c08bb0a6b85eb2f7ab5de5aab5,2022_P,academic,CARCODE_LFP,
SC_000248,stu_020e73c08bb0a6b85eb2f7ab5de5aab5,2023_P,academic,CARCODE_LFP,
SC_000249,stu_02178cee5fa75192e5766814a0284899,2023_P,academic,CARCODE_LPM,
SC_000250,stu_0217a8a94ded200dcacb76a8a0deb35a,2022_O,academic,CARCODE_LEA,
SC_000251,stu_021e0e8429bd4f75bce2e60509a765cc,2019_P,academic,CARCODE_LAD,
SC_000252,stu_021ebe238df826c5ee497c0575a499fe,2019_O,advisory,,CARLBL_F041EA11A4
SC_000253,stu_021f63efae958d606afc0bada7dc6d3f,2019_O,academic,CARCODE_LBM,
SC_000254,stu_021f63efae958d606afc0bada7dc6d3f,2019_O,advisory,,CARLBL_D174EB3A71
SC_000255,stu_021f63efae958d606afc0bada7dc6d3f,2020_O,academic,CARCODE_LBM,
SC_000256,stu_021f63efae958d606afc0bada7dc6d3f,2020_O,advisory,,CARLBL_D174EB3A71
SC_000257,stu_021f63efae958d606afc0bada7dc6d3f,2020_P,academic,CARCODE_LBM,
SC_000258,stu_021f63efae958d606afc0bada7dc6d3f,2020_P,diagnostic,,CARLBL_D174EB3A71
SC_000259,stu_0229b99e159e8d1ce75ed90d2bfb6d33,2019_O,academic,CARCODE_LNI,
SC_000260,stu_0229b99e159e8d1ce75ed90d2bfb6d33,2019_P,academic,CARCODE_LNI,
SC_000261,stu_0229b99e159e8d1ce75ed90d2bfb6d33,2020_O,academic,CARCODE_LNI,
SC_000262,stu_0229b99e159e8d1ce75ed90d2bfb6d33,2020_P,academic,CARCODE_LNI,
SC_000263,stu_0229b99e159e8d1ce75ed90d2bfb6d33,2020_P,diagnostic,,
SC_000264,stu_022ea8ee5649535d86c3f305a01a39f6,2020_O,academic,CARCODE_LCS,
SC_000265,stu_022ea8ee5649535d86c3f305a01a39f6,2021_O,academic,CARCODE_LCS,
SC_000266,stu_022ea8ee5649535d86c3f305a01a39f6,2021_P,academic,CARCODE_LCS,
SC_000267,stu_022ea8ee5649535d86c3f305a01a39f6,2021_P,diagnostic,,
SC_000268,stu_022ea8ee5649535d86c3f305a01a39f6,2022_P,academic,CARCODE_LCS,
SC_000269,stu_022fefa3cecbf97b74fde554d4e55782,2022_O,academic,CARCODE_LAT,
SC_000270,stu_022fefa3cecbf97b74fde554d4e55782,2022_O,advisory,,CARLBL_F041EA11A4
SC_000271,stu_022fefa3cecbf97b74fde554d4e55782,2022_P,academic,CARCODE_LAT,
SC_000272,stu_022fefa3cecbf97b74fde554d4e55782,2022_P,advisory,,CARLBL_F041EA11A4
SC_000273,stu_022fefa3cecbf97b74fde554d4e55782,2023_P,academic,CARCODE_LAT,
SC_000274,stu_0230720cdd949dfdf2c98850133b596a,2019_O,academic,CARCODE_LIM,
