attempt_id,student_id,career_code_id,term_id,attempt_number,course_code,subject_id,grade,instructor_id,subject_mapping_method
ATTEMPT_000018,stu_de2dc1b2dd030767388241956ebf6cbb,CARCODE_LBM,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.9,prof_aa016e54501900e8ce574c4115a35010,catalog_code_name_exact
ATTEMPT_000019,stu_6ebc05769c915248ba5cafcc89aaf3ee,CARCODE_LAD,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_aa016e54501900e8ce574c4115a35010,catalog_code_name_exact
ATTEMPT_000020,stu_0a4ffaf3d1d969ce85ee8adf8626ce6f,CARCODE_LMK,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_aa016e54501900e8ce574c4115a35010,catalog_code_name_exact
ATTEMPT_000021,stu_f21fc52b4e4d510fdb0cea54f9329b01,CARCODE_LIS,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.7,prof_aa016e54501900e8ce574c4115a35010,catalog_code_name_exact
ATTEMPT_000022,stu_b3107d42592b299082b050eb9db15129,CARCODE_LRT,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8.6,prof_aa016e54501900e8ce574c4115a35010,catalog_code_name_exact
ATTEMPT_000023,stu_9a979eaea8f31cc548fca4225a2fc990,CARCODE_LND,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,6.6,prof_aa016e54501900e8ce574c4115a35010,catalog_code_name_exact
ATTEMPT_000024,stu_bc8ec911ff004256b7de1e0cf66651c9,CARCODE_LIM,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.1,prof_aa016e54501900e8ce574c4115a35010,catalog_code_name_exact
ATTEMPT_000025,stu_7b4a409625d459fc4f6b2992385a0636,CARCODE_LIC,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,7.5,prof_aa016e54501900e8ce574c4115a35010,catalog_code_name_exact
ATTEMPT_000026,stu_ccb7ffadb714df99a51d194817742e84,CARCODE_LFP,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,RT,prof_aa016e54501900e8ce574c4115a35010,catalog_code_name_exact
ATTEMPT_000027,stu_57d34f5ae5bee118a4fa4dacd7fec8cf,CARCODE_LMK,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_aa016e54501900e8ce574c4115a35010,catalog_code_name_exact
ATTEMPT_000028,stu_53ffc0fd7625cd907e7e7815775eba04,CARCODE_LNM,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,10,prof_aa016e54501900e8ce574c4115a35010,catalog_code_name_exact
ATTEMPT_000029,stu_75c1b91f5a41e1b8cc49456a86073989,CARCODE_LAR,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_aa016e54501900e8ce574c4115a35010,catalog_code_name_exact
ATTEMPT_000030,stu_f0bcae2130239a78e8fb18b5e9183c13,CARCODE_LMK,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,0,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000031,stu_2cbc06ce64d1eadfb7ec192508c2e212,CARCODE_LNI,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,7.5,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000032,stu_3f0b9881beee7181a6e97a465d3bb4a3,CARCODE_LFB,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.5,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000033,stu_fae46946aad5146b3967b92d1ca9b23c,CARCODE_LII,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000034,stu_f2455474e5b4f0fa708e9664874cac9a,CARCODE_LBN,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8.3,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000035,stu_277c4bcda0213b7b87b1f268774581c3,CARCODE_LFP,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000036,stu_bc840c93fad2ffbd14fff728eebccb1e,CARCODE_LFP,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.5,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000037,stu_978ce78cfc1291af950a0bc481670c04,CARCODE_LEC,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.8,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000038,stu_aa9eb5fa0c7064e9f33d693189e6a066,CARCODE_LMK,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000039,stu_e435e0588afd8d06efaf99dbac8c7d7c,CARCODE_LAD,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000040,stu_79e4586d67704e80881fdc8f9780857f,CARCODE_LFP,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,7.5,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000041,stu_7a8b6ed99b6ac5d60dd29d40087cedb0,CARCODE_LNI,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,7.7,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000042,stu_b776ee479d291bddf45ef764e237f3e0,CARCODE_LNM,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,10,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000043,stu_fa6cf7fc19ea4fe0b940d23ef6566019,CARCODE_LAD,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,7.8,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000044,stu_e7d4b4ca8f81cc4704efd9baf6e7c1d2,CARCODE_LFP,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000045,stu_c38904dd51dcb256f9943e4e99fd3df0,CARCODE_LAD,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.3,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000046,stu_8d5c1ff265dfe90ae9c27a1498bf792b,CARCODE_LHR,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,RT,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000047,stu_6c77faa12dd86e86a7ebd98ad23f43c2,CARCODE_LMK,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000048,stu_72fe6c72bf61878a251e2f06c2ef1f60,CARCODE_LEC,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,9.5,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000049,stu_55eed1817f8a311a36c5e5bbe7467647,CARCODE_LAD,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000050,stu_584b7e50c93c71b7ded0a34e20cb2d8c,CARCODE_LNI,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8.4,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000051,stu_c4c1a08272dd7a53fafa49e2d2bdbb1f,CARCODE_LII,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,8.9,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000052,stu_16b3dd958ffa333c66d02d2ca4121800,CARCODE_LRP,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,BV,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000053,stu_c93e1115814f5968c39895871197b581,CARCODE_LFP,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,7.5,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000054,stu_57ba3746207abcb1f8dba72a52b33274,CARCODE_LAD,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,6.6,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000055,stu_be56e0e4645772f03c9c1b0d80cbe52f,CARCODE_LAD,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,RT,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000056,stu_b533b6e9e5a7fb302255f94ea918ef50,CARCODE_LNI,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,7.5,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000057,stu_45b2c260972fb147a3024c85a545d962,CARCODE_LNM,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,0.3,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000058,stu_10e060f5b5f60df025ffe94ddf507a35,CARCODE_LAR,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,7.5,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000059,stu_fda2ece08d3836ff210dab7e2a397a8c,CARCODE_LMK,2019_O,0,MAT1012,SUBJ_MATEMATICAS_UNIVERSITARIAS,0.4,prof_2139d010dfba29215f95f000c2bfb5c5,catalog_code_name_exact
ATTEMPT_000060,stu_b48dd2f4b2b7695eb1828dfdcf2db26d,CARCODE_LII,2019_O,0,MAT1032,SUBJ_ALGEBRA_LINEAL,10,prof_62eba928a8d2a9756e37252d0446f9ef,catalog_code_name_exact
ATTEMPT_000061,stu_ecfd72f7772ff7ff0d9dead82e42230b,CARCODE_LIM,2019_O,0,MAT1032,SUBJ_ALGEBRA_LINEAL,9.5,prof_62eba928a8d2a9756e37252d0446f9ef,catalog_code_name_exact
ATTEMPT_000062,stu_7c4d3cf4b951657bc375ce2974e3359c,CARCODE_LBN,2019_O,0,MAT1032,SUBJ_ALGEBRA_LINEAL,8,prof_62eba928a8d2a9756e37252d0446f9ef,catalog_code_name_exact
ATTEMPT_000063,stu_2f30961929a88674f8365dd855fab441,CARCODE_LIM,2019_O,0,MAT1032,SUBJ_ALGEBRA_LINEAL,8.5,prof_62eba928a8d2a9756e37252d0446f9ef,catalog_code_name_exact
ATTEMPT_000064,stu_c719117495fe39372eb84ca1dc404bb9,CARCODE_LEC,2019_O,0,MAT1032,SUBJ_ALGEBRA_LINEAL,8.5,prof_62eba928a8d2a9756e37252d0446f9ef,catalog_code_name_exact
ATTEMPT_000065,stu_c865f5e985efbcb4de5a22de303eaaa6,CARCODE_LEC,2019_O,0,MAT1032,SUBJ_ALGEBRA_LINEAL,8.6,prof_62eba928a8d2a9756e37252d0446f9ef,catalog_code_name_exact
ATTEMPT_000066,stu_4ea45f5fd78dff607e733dfa262acf81,CARCODE_LCS,2019_O,0,MAT1032,SUBJ_ALGEBRA_LINEAL,RT,prof_62eba928a8d2a9756e37252d0446f9ef,catalog_code_name_exact
ATTEMPT_000067,stu_f6647f454ce8067bb003479a4c1f77b3,CARCODE_LEC,2019_O,0,MAT1032,SUBJ_ALGEBRA_LINEAL,9.5,prof_62eba928a8d2a9756e37252d0446f9ef,catalog_code_name_exact
ATTEMPT_000068,stu_dcbc0881a86d217cb0c68c1dfd6930b2,CARCODE_LIM,2019_O,0,MAT1032,SUBJ_ALGEBRA_LINEAL,8.5,prof_62eba928a8d2a9756e37252d0446f9ef,catalog_code_name_exact
ATTEMPT_000069,stu_57885d38964ef5dd93fd11916a6d4065,CARCODE_LIC,2019_O,0,MAT1032,SUBJ_ALGEBRA_LINEAL,9,prof_62eba928a8d2a9756e37252d0446f9ef,catalog_code_name_exact
ATTEMPT_000070,stu_c1536db6b91fc040fccd5e21b3eef59e,CARCODE_LIM,2019_O,0,MAT1032,SUBJ_ALGEBRA_LINEAL,BV,prof_62eba928a8d2a9756e37252d0446f9ef,catalog_code_name_exact
ATTEMPT_000071,stu_05cbc07a72e673b574c778ac05a8cf0f,CARCODE_LEC,2019_O,0,MAT1032,SUBJ_ALGEBRA_LINEAL,RT,prof_62eba928a8d2a9756e37252d0446f9ef,catalog_code_name_exact
ATTEMPT_000072,stu_226cfe7c8b184001eda885a21eeb866a,CARCODE_LII,2019_O,0,MAT1032,SUBJ_ALGEBRA_LINEAL,BV,prof_62eba928a8d2a9756e37252d0446f9ef,catalog_code_name_exact
ATTEMPT_000073,stu_e6267eae250def7c331bb61b5d361880,CARCODE_LNM,2019_O,0,MAT1032,SUBJ_ALGEBRA_LINEAL,0,prof_62eba928a8d2a9756e37252d0446f9ef,catalog_code_name_exact
ATTEMPT_000074,stu_9521101ebc9daa1e1bda8bddd937db95,CARCODE_LPA,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,9.6,prof_da60b75f06da6bb84e1dc30055ce8f9b,description_only
ATTEMPT_000075,stu_65b1dab38a825d3734b6f98fed5b7447,CARCODE_LPA,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,9.2,prof_da60b75f06da6bb84e1dc30055ce8f9b,description_only
ATTEMPT_000076,stu_890cee07eb6fde15f7e24ed56f938c85,CARCODE_LPM,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,RT,prof_da60b75f06da6bb84e1dc30055ce8f9b,description_only
ATTEMPT_000077,stu_0feb2eed5395b6717fe12226c0e65dcb,CARCODE_LPM,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,BV,prof_da60b75f06da6bb84e1dc30055ce8f9b,description_only
ATTEMPT_000078,stu_dfbf168d7ae482a48fc9cfe65c2817c8,CARCODE_LPT,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,9.4,prof_da60b75f06da6bb84e1dc30055ce8f9b,description_only
ATTEMPT_000079,stu_7e07fb2a4bdccde82de5eca7b697866e,CARCODE_LRP,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,8.3,prof_da60b75f06da6bb84e1dc30055ce8f9b,description_only
ATTEMPT_000080,stu_05b56713ad0de91e97274e05dafd508b,CARCODE_LPM,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,7.5,prof_da60b75f06da6bb84e1dc30055ce8f9b,description_only
ATTEMPT_000081,stu_942eb3ead8e83c2d14d434db8e3cb4f1,CARCODE_LPM,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,7.6,prof_da60b75f06da6bb84e1dc30055ce8f9b,description_only
ATTEMPT_000082,stu_9d63c0c202118ebb855320a261d1a2f1,CARCODE_LRI,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,9.1,prof_da60b75f06da6bb84e1dc30055ce8f9b,description_only
ATTEMPT_000083,stu_4e7b156b32094e31515adaec6ed9ed88,CARCODE_LPA,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,7.5,prof_da60b75f06da6bb84e1dc30055ce8f9b,description_only
ATTEMPT_000084,stu_ca408f6e8fd702c540ba96aa53ca5aa5,CARCODE_LPA,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,7.5,prof_da60b75f06da6bb84e1dc30055ce8f9b,description_only
ATTEMPT_000085,stu_bfe09e800fdb2e0bd2b6fb307db669fc,CARCODE_LPM,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,9.1,prof_da60b75f06da6bb84e1dc30055ce8f9b,description_only
ATTEMPT_000086,stu_da453dec1045524853dbf51cd0555908,CARCODE_LPD,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,9,prof_da60b75f06da6bb84e1dc30055ce8f9b,description_only
ATTEMPT_000087,stu_c4df5d3e5f13fffb623ffc9d3314cb96,CARCODE_LPA,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,8.5,prof_da60b75f06da6bb84e1dc30055ce8f9b,description_only
ATTEMPT_000088,stu_b89eeab673bacb260245ae4f315d0c3b,CARCODE_LRI,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,BV,prof_da60b75f06da6bb84e1dc30055ce8f9b,description_only
ATTEMPT_000089,stu_03ba48837076ba61c91ff291674faf9a,CARCODE_LRI,2019_O,0,MAT1052,SUBJ_ESTADISTICA_PARA_CIENCIAS_SOCIALES,8,prof_da60b75f06da6bb84e1dc30055ce8f9b,description_only
ATTEMPT_000090,stu_0bc209fcb48afbda60de1714b2b4c710,CARCODE_LNM,2019_O,0,MAT2012,SUBJ_CALCULO_II,9.7,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000091,stu_6856607bb3760603ae5552a50ebe13f1,CARCODE_LNM,2019_O,0,MAT2012,SUBJ_CALCULO_II,8.6,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000092,stu_b650ef7d7d3d5925fccccbcf26ec470c,CARCODE_LBM,2019_O,0,MAT2012,SUBJ_CALCULO_II,9.1,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000093,stu_4c27f244c3c10b106b1b0acd5fadb7d9,CARCODE_LMT,2019_O,0,MAT2012,SUBJ_CALCULO_II,BV,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000094,stu_4c0dbe72391e1d10337d362cc4d4979a,CARCODE_LNM,2019_O,0,MAT2012,SUBJ_CALCULO_II,10,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000095,stu_2cf110aa0f67c74ec2e7644af261ff3f,CARCODE_LEC,2019_O,0,MAT2012,SUBJ_CALCULO_II,9.8,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000096,stu_5629a7c67782e1b19dcf3e164b7135fd,CARCODE_LNM,2019_O,0,MAT2012,SUBJ_CALCULO_II,9.3,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000097,stu_3245de16d0a78881619aedc63822fa15,CARCODE_LII,2019_O,0,MAT2012,SUBJ_CALCULO_II,8.8,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000098,stu_22757dd894f3734181f3cd4bba7982b4,CARCODE_LII,2019_O,0,MAT2012,SUBJ_CALCULO_II,8,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000099,stu_f17533d208c4aa69732ed11cd2a969d9,CARCODE_LIC,2019_O,0,MAT2012,SUBJ_CALCULO_II,8,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000100,stu_fc7cd9d97104ae5b6cae45554e3fb262,CARCODE_LIS,2019_O,0,MAT2012,SUBJ_CALCULO_II,8.7,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000101,stu_14472107e1bf9dd4dd6897f2d04f08e9,CARCODE_LIC,2019_O,0,MAT2012,SUBJ_CALCULO_II,9.4,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000102,stu_58b1b91e7ec2f8ea5c6613fd55ee9eba,CARCODE_LNM,2019_O,0,MAT2012,SUBJ_CALCULO_II,10,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000103,stu_45a4ca38361a622a65c098280d836483,CARCODE_LAT,2019_O,0,MAT2012,SUBJ_CALCULO_II,9.5,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000104,stu_98d17b67f86b264a3815beaa3ef2d6ac,CARCODE_LBM,2019_O,0,MAT2012,SUBJ_CALCULO_II,8,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000105,stu_765d94b502ac0f479eeed41eb6328af2,CARCODE_LBN,2019_O,0,MAT2012,SUBJ_CALCULO_II,8.1,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000106,stu_4f7cfaf78ee89314645a950981e59a2b,CARCODE_LRT,2019_O,0,MAT2012,SUBJ_CALCULO_II,9.9,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000107,stu_40e3b4425f96a450aa9ecc7116dd3872,CARCODE_LIC,2019_O,0,MAT2012,SUBJ_CALCULO_II,9.9,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000108,stu_fa7dcc7ef7f2ec718fb99fe22fe1b521,CARCODE_LAT,2019_O,0,MAT2012,SUBJ_CALCULO_II,9.7,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000109,stu_a6e11148ab1454a740e0942eee0cd04b,CARCODE_LII,2019_O,0,MAT2012,SUBJ_CALCULO_II,7.9,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000110,stu_6c6ebb7874d16ebfbd9f01a912941b50,CARCODE_LAT,2019_O,0,MAT2012,SUBJ_CALCULO_II,8.5,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000111,stu_e56769c5dd11ba03af8724cb81c823b7,CARCODE_LIS,2019_O,0,MAT2012,SUBJ_CALCULO_II,8.2,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000112,stu_c7b46a9f1c78c4e6ec5da96cfc5ab021,CARCODE_LIS,2019_O,0,MAT2012,SUBJ_CALCULO_II,9.7,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000113,stu_80efd9a6a4b2db204ea32fa58b950327,CARCODE_LMT,2019_O,0,MAT2012,SUBJ_CALCULO_II,8.5,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
ATTEMPT_000114,stu_9cd0d8301e69d29fcf0df765ab62e358,CARCODE_LII,2019_O,0,MAT2012,SUBJ_CALCULO_II,8.2,prof_11f61e5b73853931a212813f648f5b20,catalog_code_name_exact
